id,price
1,51696.46484837662
2,53245.94856646825
3,23178.649850793638
4,2547.73275315126
5,7412.541656488603
6,6769.347507514834
7,3306.429407110511
8,14769.8481
9,4001.71963542546
10,10133.309626465201
11,5107.748730224735
12,8270.069980106591
13,5303.413000849156
14,57544.852692087254
15,45813.398369047616
16,54049.88262820514
17,54606.865113158616
18,6809.9983780710445
19,68168.6088356708
20,6303.8904807427425
21,8350.14448676258
22,58277.7431236842
23,45352.475678847295
24,6772.518809742507
25,5317.892504690262
26,3939.9126065598657
27,6084.619333333333
28,7294.70079034063
29,5685.019994685878
30,7525.038023675076
31,5675.67564347921
32,76843.51487070706
33,68648.39593603896
34,50995.415498106064
35,5760.716609269908
36,6614.423437119611
37,8823.087321434543
38,44192.64340643485
39,5740.20236894999
40,2909.6186096819843
41,11865.974711243383
42,52824.39242222222
43,8029.2367823168715
44,3262.1539489926763
45,6669.479997374152
46,3641.2145678571424
47,6566.883647863626
48,7580.784289851017
49,68907.57580202018
50,7262.595469075329
51,5796.434987024191
52,5303.37981542287
53,8243.184919835341
54,7081.068379345719
55,7989.917810714289
56,3809.347515873016
57,5216.965368296656
58,38829.34718174717
59,3573.857882079826
60,71690.17897332636
61,5375.903858092389
62,55444.83371056152
63,5998.277004865106
64,6426.997434668111
65,55201.6796
66,57735.983609128154
67,45274.89935042735
68,2800.1089673519573
69,46594.01671861473
70,44962.02776470588
71,6754.328903933
72,10686.623445456798
73,6969.286225108233
74,5989.698931803773
75,11580.712135833202
76,7028.565382407589
77,6633.377001695611
78,3854.5298232239247
79,57303.87853333333
80,8855.947160145297
81,5829.1781518219395
82,6627.907040152121
83,11207.812829076467
84,6638.373014360724
85,35832.8206421134
86,57083.478722093314
87,8192.581890981235
88,7176.316178598487
89,60183.34923809523
90,4523.954276033479
91,8886.65406129866
92,63405.025041679146
93,57401.430177777744
94,71029.78339416964
95,49274.70603660256
96,5196.868523124098
97,7244.796155686907
98,6363.721973314168
99,16761.042128914458
100,73230.85738987061
101,5941.345876552778
102,5555.324154636486
103,5693.063718909163
104,4368.05404059011
105,5242.186721236729
106,3596.6009196975047
107,54613.23511315861
108,55740.345
109,42965.09826208686
110,2512.4632362706016
111,47261.74910651686
112,54545.45753450668
113,4976.824742608245
114,4493.405507026294
115,6013.788500744333
116,3452.8948890188844
117,6484.13144786727
118,3888.854867036371
119,6039.455411940838
120,12990.155142003712
121,56816.64383962179
122,6384.365562758254
123,6839.725547564261
124,45729.02264976047
125,7588.725287064052
126,8815.405014435653
127,9659.765982086941
128,6984.690216319531
129,67677.11106040135
130,10885.013828571426
131,7274.261972696442
132,58959.63791590986
133,8301.538968765068
134,4234.126721907448
135,5622.592768989035
136,44139.06638888888
137,4386.8279245081985
138,5702.9165545049345
139,3958.150733333333
140,6971.290527177129
141,4237.1688634365655
142,51448.886
143,5777.883371764462
144,2121.9198310412626
145,55684.86740595238
146,4947.973300193586
147,7256.49662849618
148,6409.730878298575
149,5441.784899832228
150,8862.803723455892
151,5297.621446741935
152,60559.17615466888
153,7405.6119372162175
154,9543.114048625366
155,60815.978580555566
156,7512.056842975152
157,9325.682646274567
158,4929.325855640467
159,9220.084621865759
160,8474.1787209945
161,56049.93564642857
162,6251.994266835125
163,67109.71170888617
164,6579.719290736714
