id,price
1,50395.09984144401
2,55011.903191050886
3,22973.999999999996
4,3756.205931181743
5,7147.10808240565
6,7441.125238961752
7,4422.37432639332
8,13875.98632154882
9,4503.219803469888
10,10360.179781042305
11,5211.224623414644
12,7150.150274969843
13,5085.53038792874
14,58808.952177424595
15,41634.8566005291
16,55565.66838214603
17,54103.4132125139
18,8055.10905337189
19,67752.77598804704
20,8375.68848605063
21,7699.240279778701
22,57880.68576517637
23,45373.84263565346
24,7244.112501484888
25,6391.329406204111
26,4112.570069350738
27,6030.807042648709
28,7551.763295989369
29,6207.124432985318
30,8186.735747928873
31,5445.70182019577
32,73480.06989214492
33,67965.65129311272
34,52238.93665534388
35,6307.672533117045
36,6648.702230220216
37,9142.827012583599
38,52304.597332543526
39,4716.583943826528
40,2808.2834069978007
41,11961.12483031372
42,54116.566666666666
43,7753.582737401851
44,3266.989631664632
45,7142.916625086798
46,3505.780759055759
47,6261.330543151348
48,8876.883114732644
49,69465.30007990003
50,6892.2229370178375
51,7167.138146088914
52,5933.510152316094
53,8801.813583563306
54,6698.6778488188465
55,8747.565269402769
56,4867.480588384974
57,5099.414147069735
58,45874.64780075496
59,4965.772472616403
60,62774.41865185691
61,5974.654321222755
62,51324.56625253719
63,6310.001034310484
64,8823.562813051918
65,55856.43612577461
66,57564.81881442296
67,45825.475274943994
68,2901.7830456401534
69,48061.03466844927
70,47741.95462077932
71,6597.251583731262
72,8931.866053785221
73,6892.2229370178375
74,5543.026606176452
75,10389.685581034819
76,7072.367969724267
77,6959.863514183064
78,3932.1376358974126
79,62737.271595441605
80,8846.50919447187
81,6539.72574808788
82,7490.74748117479
83,10763.19516521347
84,7499.616128475245
85,36255.00081153415
86,55849.59497231108
87,6310.631853185071
88,7551.725998458791
89,59097.80096631206
90,6191.804347777865
91,8114.144736883282
92,63773.736006202926
93,58973.591770350366
94,71511.95906285073
95,52652.71074254779
96,4573.624505014617
97,6892.2229370178375
98,7509.386027710483
99,10540.588465966717
100,76230.26752136752
101,6641.119110177838
102,5115.625719846136
103,5682.367519633402
104,4860.340611524848
105,5538.409318212941
106,3920.8350042335787
107,54136.73913843983
108,55962.29242628363
109,49042.68657638057
110,2815.258451152722
111,49904.65072782156
112,48751.72140914886
113,6586.157114520305
114,4035.2968316800534
115,4831.90471230132
116,4979.015618403696
117,9117.7497521197
118,4706.900759012161
119,6022.339273689274
120,9977.832043593071
121,54443.593988161876
122,6632.328106017058
123,6595.739490607174
124,45687.3459654579
125,7255.820419701914
126,7190.0986658361835
127,7798.088843064077
128,6959.863514183064
129,67269.06530352225
130,15098.027777777777
131,7090.229152153454
132,62253.31663289292
133,8110.80997935055
134,3191.43810090474
135,5281.466959686095
136,42896.781938540764
